idx_NUTS3,1,2,3,4,5,6,7
UKI53,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKI54,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKI61,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKI62,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKI63,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKI71,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKI72,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKI73,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKI74,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKI75,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKJ11,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKJ12,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKJ13,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKJ14,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKJ21,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKJ22,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKJ25,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKJ26,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKJ27,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKJ28,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKJ31,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKJ32,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKJ34,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKJ35,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKJ36,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKJ37,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKJ41,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKJ43,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKJ44,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKJ45,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKJ46,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKK11,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKK12,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKK13,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKK14,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKK15,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKK21,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKK22,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKK23,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKK30,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKK41,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKK42,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKK43,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKL11,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKL12,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKL13,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKL14,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKL15,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKL16,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKL17,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKL18,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKL21,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKL22,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKL23,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKL24,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKM21,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKM22,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKM23,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKM24,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKM25,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKM26,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKM27,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKM28,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKM31,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKM32,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKM33,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKM34,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKM35,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKM36,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKM37,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKM38,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKM50,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKM61,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKM62,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKM63,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKM64,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKM65,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKM66,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKN01,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKN02,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKN03,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKN04,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKN05,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKZZZ,0.299,0.34,0.025,0.025,0.052,0.157,0.157
